"Nói chung là ổn mà",0
"Đừng làm lớn chuyện nữa",0
"Chuyện cũng qua rồi",0
"Nên nhìn tích cực hơn",0
"Không cần gay gắt vậy đâu",0
"Mình thấy không có gì nghiêm trọng",0
"Mọi người chill đi",0
"Đúng kiểu kiếm chuyện để nổi",1
"Lại thêm drama nhảm nhí",1
"Nhìn là thấy không chân thật",1
"Chiêu trò câu view quá rõ",1
"Cố tình làm quá lên",1
"Thật sự rất phản cảm",1
"Không hiểu sao vẫn có người bênh",1
"Toàn tạo scandal",1
"Làm vậy mà cũng đăng được",1
"Xem mà thấy cringe",1
"Nhạt mà cứ thích gây chú ý",1
"Đúng là hết nội dung rồi",1
"Không có gì ngoài drama",1
"Làm vậy mất hình tượng luôn",1
"Nhìn mà thấy mệt",1
"Lại trò cũ thôi",1
"Thấy giả trân ghê",1
"Không thích kiểu này",1
"Quá lố rồi đó",1
"Xàm thật sự",1
"Thôi mọi người nhẹ nhàng thôi",0
"Mình thấy cũng bình thường mà",0
"Ai cũng có lúc sai sót",0
"Quan trọng là đã sửa sai",0
"Đừng công kích quá đáng",0
"Mình nghĩ nên thông cảm",0
"Cũng không đáng bị nặng lời vậy",0
"Mọi người đang hơi quá rồi",0
"Thấy cũng tội mà",0
"Cho người ta cơ hội đi",0
"Không nên toxic vậy",0
"Mạng xã hội mà, nhẹ nhàng thôi",0
"Mình thấy cô ấy cũng cố gắng rồi",0
"Nói chung là ổn mà",0
"Đừng làm lớn chuyện nữa",0
"Chuyện cũng qua rồi",0
"Nên nhìn tích cực hơn",0
"Không cần gay gắt vậy đâu",0
"Mình thấy không có gì nghiêm trọng",0
"Mọi người chill đi",0
"Nhìn là biết cố tình làm drama rồi 😡",1
"Trời ơi làm màu vừa thôi chứ 😒",1
"Chiêu này cũ rích rồi mà vẫn xài à",1
"Xem mà thấy giả trân vl",1
"Không hiểu sao vẫn có người tin luôn 🤡",1
"PR bẩn kiểu này ai chấp nhận nổi",1
"Thật sự nhìn rất phản cảm luôn á",1
"Lại một màn câu view rẻ tiền 😏",1
"Càng ngày càng làm lố lên",1
"Nhìn phát là muốn lướt luôn",1
"Ủa rồi làm vậy để làm gì?",1
"Drama queen chính hiệu luôn 🤡",1
comment,label
"Juky San hát hay quá, ủng hộ hết mình 😍",2
"Ai cũng có lúc sai sót",0
"Nhìn là biết cố tình làm drama rồi 😡",1
"Giọng hát ngọt ngào và trong trẻo quá",2
"Quan trọng là đã sửa sai",0
"Trời ơi làm màu vừa thôi chứ 😒",1
"Mãi yêu quý và đồng hành cùng chị",2
"Đừng công kích quá đáng",0
"Chiêu này cũ rích rồi mà vẫn xài à",1
"MV tuyệt vời, xem đi xem lại không chán",2
"Mình nghĩ nên thông cảm",0
"Xem mà thấy giả trân vl",1
"Xử lý tình huống rất khôn ngoan và tử tế",2
"Cũng không đáng bị nặng lời vậy",0
"Không hiểu sao vẫn có người tin luôn 🤡",1
"Một nghệ sĩ có tâm và có tầm",2
"Mọi người đang hơi quá rồi",0
"PR bẩn kiểu này ai chấp nhận nổi",1
"Luôn tỏa sáng theo cách riêng của mình nhé ✨",2
"Thấy cũng tội mà",0
"Thật sự nhìn rất phản cảm luôn á",1
"Rất thích cách sống và làm việc của bạn này",2
"Cho người ta cơ hội đi",0
"Lại một màn câu view rẻ tiền 😏",2
"Năng lượng tích cực quá, yêu đời hẳn",2
"Không nên toxic vậy",0
"Càng ngày càng làm lố lên",1
"Đúng là thần tượng của lòng mình",2
"Mạng xã hội mà, nhẹ nhàng thôi",0
"Nhìn phát là muốn lướt luôn",1
"Chúc bạn ngày càng thành công hơn 🍀",2
"Mình thấy cô ấy cũng cố gắng rồi",0
"Ủa rồi làm vậy để làm gì?",1
"Mãi ủng hộ những dự án âm nhạc của chị",2
"Nói chung là ổn mà",0
"Drama queen chính hiệu luôn 🤡",1
"Nghe bài này thấy nhẹ lòng thực sự",2
"Đừng làm lớn chuyện nữa",0
"Không thấy có gì hay ho hết",1
"Một tấm gương sáng để học tập",2
"Chuyện cũng qua rồi",0
"Làm như vậy mà cũng đăng được à",1
"Dễ thương quá, xem mà thấy ấm lòng",2
"Nên nhìn nhận tích cực hơn",0
"Thấy cringe thật sự 😬",1
"Rất chuyên nghiệp và đáng ngưỡng mộ",2
"Không cần gay gắt vậy đâu",0
"Toàn chiêu trò không à",1
"Thần thái đỉnh cao luôn chị ơi",2
"Mình thấy không có gì nghiêm trọng",0
"Nhìn là mất thiện cảm liền",1
"Cố lên, mọi người luôn ở bên cạnh bạn",2
"Mọi người chill đi",0
"Chán không buồn nói luôn",1
"Thực sự xúc động khi xem clip này",2
"Thôi mọi người nhẹ nhàng thôi",0
"Đúng kiểu sống ảo quá đà",1
"Vẻ đẹp tâm hồn còn quý giá hơn vẻ ngoài",2
"Mình thấy cũng bình thường mà",0
"Xem mà thấy mệt ghê",1
"Cảm ơn bạn đã mang lại niềm vui cho mọi người",2
"Thôi mọi người đừng nặng lời quá 😢",0
"Đúng kiểu kiếm chuyện để nổi",1
"Tài năng và tử tế, xứng đáng 10 điểm",2
"Ai cũng có lúc sai mà, thông cảm đi",0
"Lại thêm drama nhảm nhí",1
"Tuyệt vời quá Juky ơi, cố lên!",2
"Cô ấy đã xin lỗi rồi mà mọi người",0
"Nhìn là thấy không chân thật",1
"Hâm mộ cách bạn đối mặt với khó khăn",2
"Mình thấy cũng không đáng bị toxic vậy",0
"Chiêu trò câu view quá rõ",1
"Sản phẩm quá chất lượng, yêu quá",2
"Chuyện cũng không lớn tới mức đó",0
"Cố tình làm quá lên",1
"Thôi bỏ qua đi cho nhẹ đầu",0
"Thật sự rất phản cảm",1
"Quan trọng là biết nhận lỗi là ok rồi",0
"Mọi người hơi quá rồi á",0
"Drama mạng thôi mà làm căng quá",0
"Ủng hộ sửa sai là được rồi",0
"Không ai hoàn hảo hết á",0
"Nên nhìn tích cực hơn xíu",0
"Mình thấy cô ấy cũng ổn mà",0
"Đừng công kích cá nhân vậy chứ",0
"Mọi người bớt toxic lại nha",0
"Cũng chỉ là hiểu lầm thôi",0
"Cho người ta cơ hội đi",0
"Vãi thật, nhìn là thấy cố tình câu view 😡",1
"Thật sự thấy phản cảm luôn 😤",1
"Drama mà cứ đăng lên như đúng rồi",1
"Đúng kiểu sống ảo để nổi 😏",1
"Nhìn phát ghét vl",1
"Chỉ thấy toàn chiêu trò thôi",1
"Xem mà thấy mệt quá 😓",1
"Lại một màn diễn cũ rích",1
"Nhạt vl, làm gì cũng muốn nổi",1
"Đúng kiểu câu fame rẻ tiền",1
"Đừng có làm quá lên, mọi người ơi",0
"Ai cũng có lúc sai mà",0
"Cô ấy đã xin lỗi rồi mà mọi người",0
"Mình thấy cũng không đáng bị nặng lời",0
"Chuyện cũng không lớn tới mức đó",0
"Thôi bỏ qua đi cho nhẹ đầu",0
"Quan trọng là biết nhận lỗi là ok rồi",0
"Mọi người hơi quá rồi á",0
"Nói vậy tội người ta 😢",0
"Thấy cũng bình thường mà",0
"Nhìn là biết giả trân vl",1
"PR bẩn quá, chịu không nổi",1
"Câu view rẻ tiền quá 😒",1
"Lại chiêu trò cũ rích 😏",1
"Càng ngày càng lố lên",1
"Nhìn phát là muốn lướt luôn",1
"Drama queen chính hiệu 🤡",1
"Làm vậy mà cũng đăng được à",1
"Xem mà thấy cringe 😬",1
"Thôi mọi người nhẹ nhàng thôi",0
"Ai cũng có lúc sai sót",0
"Quan trọng là đã sửa sai",0
"Đừng công kích quá đáng",0
"Mình nghĩ nên thông cảm",0
"Cũng không đáng bị nặng lời vậy",0
"Mọi người đang hơi quá rồi",0
"Thấy cũng tội mà",0
"Cho người ta cơ hội đi",0
"Không nên toxic vậy",0
"Mạng xã hội mà, nhẹ nhàng thôi",0
"Nhìn là biết cố tình làm drama 😡",1
"Trời ơi làm màu vừa thôi chứ 😒",1
"Chiêu này cũ rích rồi mà vẫn xài",1
"Nhìn mà thấy giả trân vl",1
"Không hiểu sao vẫn có người tin luôn 🤡",1
"PR bẩn kiểu này ai chấp nhận nổi",1
"Thật sự nhìn rất phản cảm luôn á",1
"Lại một màn câu view rẻ tiền 😏",1
"Càng ngày càng làm lố lên",1
"Nhìn phát là muốn lướt luôn",1
"Ủa rồi làm vậy để làm gì?",1
"Drama queen chính hiệu luôn 🤡",1
"Không thấy có gì hay ho hết",1
"Làm như vậy mà cũng đăng được à",1
"Thấy cringe thật sự 😬",1
"Toàn chiêu trò không à",1
"Nhìn là mất thiện cảm liền",1
"Chán không buồn nói luôn",1
"Đúng kiểu sống ảo quá đà",1
"Xem mà thấy mệt ghê",1
"Thôi mọi người đừng nặng lời quá 😢",0
"Ai cũng có lúc sai mà, thông cảm đi",0
"Cô ấy đã xin lỗi rồi mà mọi người",0
"Mình thấy cũng không đáng bị toxic vậy",0
"Chuyện cũng không lớn tới mức đó",0
"Thôi bỏ qua đi cho nhẹ đầu",0
"Quan trọng là biết nhận lỗi là ok rồi",0
"Mọi người hơi quá rồi á",0
"Nói vậy tội người ta 😢",0
"Thấy cũng bình thường mà",0
"Chill đi mọi người ơi 😂",0
"Drama mạng thôi mà làm căng quá",0
"Ủng hộ sửa sai là được rồi",0
"Không ai hoàn hảo hết á",0
"Nên nhìn tích cực hơn xíu",0
"Mình thấy cô ấy cũng ổn mà",0
"Đừng công kích cá nhân vậy chứ",0
"Mọi người bớt toxic lại nha",0
"Cũng chỉ là hiểu lầm thôi",0
"Cho người ta cơ hội đi",0
"Đúng kiểu câu like vl 😡",1
"Thật sự thấy mệt với drama này 😒",1
"Lại chiêu trò cũ rích 😂",1
"Nhìn phát ghét vl 😤",1
"PR kiểu này không chấp nhận được",1
"Xem mà thấy giả trân quá",1
"Làm vậy mà vẫn đăng được 😏",1
"Câu view rẻ tiền vl",1
"Nhìn là muốn lướt luôn",1
"Đúng kiểu sống ảo vl",1
"Thôi mọi người nhẹ nhàng thôi",0
"Ai cũng có lúc sai mà, thông cảm đi",0
"Cô ấy đã xin lỗi rồi",0
"Không nên công kích cá nhân",0
"Mình thấy cũng bình thường mà",0
"Chuyện cũng không lớn tới mức đó",0
"Quan trọng là biết nhận lỗi là ok rồi",0
"Đừng làm quá lên",0
"Cho người ta cơ hội đi",0
"Mọi người chill đi 😄",0
"Nhìn là biết cố tình làm drama 😡",1
"Chiêu trò câu view rẻ tiền vl",1
"Nhìn mà thấy mệt ghê 😓",1
"Toàn chiêu trò không à",1
"Làm quá lên rồi đó",1
"Xem mà thấy cringe",1
"Nhạt mà cứ thích gây chú ý",1
"Nhìn là mất thiện cảm liền",1
"Chán không buồn nói luôn",1
"Đúng kiểu sống ảo quá đà",1
"Thôi bỏ qua đi cho nhẹ đầu",0
"Ai cũng có lúc sai sót",0
"Quan trọng là đã sửa sai",0
"Đừng công kích quá đáng",0
"Mình nghĩ nên thông cảm",0
"Cũng không đáng bị nặng lời vậy",0
"Mọi người đang hơi quá rồi",0
"Thấy cũng tội mà",0
"Cho người ta cơ hội đi",0
"Không nên toxic vậy",0
"Mạng xã hội mà, nhẹ nhàng thôi",0
"Lại thêm drama nhảm nhí 😡",1
"Nhìn là thấy không chân thật",1
"Xem mà thấy giả trân vl",1
"Không hiểu sao vẫn có người tin luôn 🤡",1
"PR bẩn kiểu này ai chấp nhận nổi",1
"Càng ngày càng làm lố lên",1
"Lại một màn diễn cũ rích",1
"Làm màu câu fame quá",1
"Nhìn phát ghét vl",1
"Chiêu trò rẻ tiền vl",1
"Xem mà thấy phản cảm 😤",1
"Thôi mọi người đừng nặng lời quá 😢",0
"Ai cũng có lúc sai mà",0
"Cô ấy đã xin lỗi rồi",0
"Mình thấy cũng không đáng bị toxic vậy",0
"Chuyện cũng không lớn tới mức đó",0
"Thôi bỏ qua đi cho nhẹ đầu",0
"Quan trọng là biết nhận lỗi là ok rồi",0
"Mọi người hơi quá rồi á",0
"Nói vậy tội người ta 😢",0
"Thấy cũng bình thường mà",0
"Chill đi mọi người ơi 😂",0
"Drama mạng thôi mà làm căng quá",0
"Ủng hộ sửa sai là được rồi",0
"Không ai hoàn hảo hết á",0
"Nên nhìn tích cực hơn xíu",0
"Mình thấy cô ấy cũng ổn mà",0
"Đừng công kích cá nhân vậy chứ",0
"Mọi người bớt toxic lại nha",0
"Cũng chỉ là hiểu lầm thôi",0
"Cho người ta cơ hội đi",0
"Vãi, nhìn là thấy câu fame 😡",1
"Lại drama nhảm vl 😒",1
"Nhìn phát ghét vl",1
"PR kiểu này không chấp nhận được",1
"Thật sự thấy phản cảm",1
"Xem mà thấy mệt quá",1
"Nhạt vl, làm gì cũng muốn nổi",1
"Đúng kiểu sống ảo vl",1
"Toàn chiêu trò không à",1
"Làm quá lên rồi đó",1
"Thôi mọi người nhẹ nhàng thôi",0
"Ai cũng có lúc sai mà",0
"Cô ấy đã xin lỗi rồi",0
"Mình thấy cũng không đáng bị toxic vậy",0
"Chuyện cũng không lớn tới mức đó",0
"Thôi bỏ qua đi cho nhẹ đầu",0
"Quan trọng là biết nhận lỗi là ok rồi",0
"Mọi người hơi quá rồi á",0
"Nói vậy tội người ta 😢",0
"Thấy cũng bình thường mà",0
"Lại chiêu trò cũ rích 😂",1
"Càng ngày càng lố lên",1
"Nhìn phát là muốn lướt luôn",1
"Drama queen chính hiệu 🤡",1
"Làm vậy mà cũng đăng được à",1
"Xem mà thấy cringe 😬",1
comment,label
"Juky San hát hay quá, ủng hộ hết mình 😍",2
"Ai cũng có lúc sai sót",0
"Nhìn là biết giả trân vl 😡",1
"Giọng hát ngọt ngào và trong trẻo quá",2
"Quan trọng là đã sửa sai",0
"Lại chiêu trò cũ rích 😂",1
"Mãi yêu quý và đồng hành cùng chị",2
"Đừng công kích quá đáng",0
"Thật sự thấy phản cảm vl 😤",1
"MV tuyệt vời, xem đi xem lại không chán",2
"Mình nghĩ nên thông cảm",0
"Đúng kiểu câu view rẻ tiền",1
"Xử lý tình huống rất khôn ngoan và tử tế",2
"Cũng không đáng bị nặng lời vậy",0
"Xem mà thấy mệt quá 😓",1
"Một nghệ sĩ có tâm và có tầm",2
"Mọi người đang hơi quá rồi",0
"Nhạt vl, làm gì cũng muốn nổi",1
"Luôn tỏa sáng theo cách riêng của mình nhé ✨",2
"Thấy cũng tội mà",0
"PR bẩn quá, chịu không nổi",1
"Rất thích cách sống và làm việc của bạn này",2
"Cho người ta cơ hội đi",0
"Càng ngày càng lố lên",1
"Năng lượng tích cực quá, yêu đời hẳn",2
"Không nên toxic vậy",0
"Nhìn phát là muốn lướt luôn",1
"Đúng là thần tượng của lòng mình",2
"Mạng xã hội mà, nhẹ nhàng thôi",0
"Làm vậy mà cũng đăng được à",1
"Chúc bạn ngày càng thành công hơn 🍀",2
"Mình thấy cô ấy cũng cố gắng rồi",0
"Thôi mọi người nhẹ nhàng thôi",0
"Mãi ủng hộ những dự án âm nhạc của chị",2
"Nói chung là ổn mà",0
"Lại thêm drama nhảm nhí 😡",1
"Nghe bài này thấy nhẹ lòng thực sự",2
"Đừng làm lớn chuyện nữa",0
"Nhìn là thấy không chân thật",1
"Một tấm gương sáng để học tập",2
"Chuyện cũng qua rồi",0
"Xem mà thấy giả trân vl",1
"Dễ thương quá, xem mà thấy ấm lòng",2
"Nên nhìn tích cực hơn",0
"Không hiểu sao vẫn có người tin luôn 🤡",1
"Rất chuyên nghiệp và đáng ngưỡng mộ",2
"Không cần gay gắt vậy đâu",0
"PR bẩn kiểu này ai chấp nhận nổi",1
"Thần thái đỉnh cao luôn chị ơi",2
"Mình thấy không có gì nghiêm trọng",0
"Càng ngày càng làm lố lên",1
"Cố lên, mọi người luôn ở bên cạnh bạn",2
"Mọi người chill đi",0
"Lại một màn diễn cũ rích",1
"Thực sự xúc động khi xem clip này",2
"Thôi mọi người nhẹ nhàng thôi",0
"Làm màu câu fame quá",1
"Vẻ đẹp tâm hồn còn quý giá hơn vẻ ngoài",2
"Nhìn phát ghét vl",1
"Cảm ơn bạn đã mang lại niềm vui cho mọi người",2
"Thôi mọi người đừng nặng lời quá 😢",0
"Chiêu trò rẻ tiền vl",1
"Tài năng và tử tế, xứng đáng 10 điểm",2
"Ai cũng có lúc sai mà, thông cảm đi",0
"Xem mà thấy phản cảm 😤",1
"Tuyệt vời quá Juky ơi, cố lên!",2
"Cô ấy đã xin lỗi rồi mà mọi người",0
"Drama queen chính hiệu 🤡",1
"Hâm mộ cách bạn đối mặt với khó khăn",2
"Mình thấy cũng không đáng bị toxic vậy",0
"Chán không buồn nói luôn",1
"Sản phẩm quá chất lượng, yêu quá",2
"Chuyện cũng không lớn tới mức đó",0
"Đúng kiểu sống ảo quá đà",1
"Thôi bỏ qua đi cho nhẹ đầu",0
"Nhìn là mất thiện cảm liền",1
"Quan trọng là biết nhận lỗi là ok rồi",0
"Mọi người hơi quá rồi á",0
"Yêu thương lan tỏa, cảm ơn chị nhiều",2
"Nói vậy tội người ta 😢",0
"Toàn chiêu trò không à",1
"Bạn là động lực để mình cố gắng mỗi ngày",2
"Thấy cũng bình thường mà",0
"Làm quá lên rồi đó",1
"Âm nhạc của bạn thực sự chạm đến trái tim",2
"Chill đi mọi người ơi 😂",0
"Vãi, nhìn là thấy câu fame 😡",1
"Nhân cách tuyệt vời, mãi đỉnh!",2
"Drama mạng thôi mà làm căng quá",0
"Lại drama nhảm vl 😒",1
"Ủng hộ sửa sai là được rồi",0
"Không ai hoàn hảo hết á",0
"Nên nhìn tích cực hơn xíu",0
"Mình thấy cô ấy cũng ổn mà",0
"Đừng công kích cá nhân vậy chứ",0
"Mọi người bớt toxic lại nha",0
"Cũng chỉ là hiểu lầm thôi",0
"Cho người ta cơ hội đi",0
